Curricular units 2nd sem (grade),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Scholarship holder,Father's occupation,Mother's occupation,Target
12.714285714285714,5,12.5,1,5,8,7,1,5,10,1
12.5,6,13.428571428571429,1,6,6,7,1,10,10,1
13.0,5,11.8,0,5,7,7,1,6,10,2
15.11111111111111,8,14.868571428571428,1,7,9,7,1,10,10,1
13.21875,8,13.03,1,7,8,10,0,2,2,1
12.333333333333334,6,14.571428571428571,1,6,7,7,0,8,6,1
11.25,4,11.0,1,5,9,9,0,4,4,1
13.3675,8,13.3675,1,8,8,8,1,5,10,1
12.825714285714286,7,12.808333333333332,1,6,11,7,1,10,10,1
13.8875,8,13.918571428571427,1,7,9,7,0,4,4,1
12.8,4,13.0,1,6,9,8,0,11,3,1
13.683333333333332,6,13.683333333333332,1,6,7,7,0,6,5,1
12.0,1,13.0,1,5,12,11,0,11,5,0
11.2,5,12.8,1,5,7,8,0,5,4,1
12.166666666666666,6,13.571428571428571,1,6,6,9,1,5,10,1
13.166666666666666,6,13.166666666666666,1,6,6,6,0,7,10,1
14.5,6,15.0,1,6,6,6,1,10,10,1
11.4,5,12.666666666666666,1,6,8,6,0,6,4,1
13.142857142857142,6,13.857142857142858,1,6,7,7,1,8,5,0
14.9625,8,14.692857142857145,1,7,8,7,0,10,10,1
14.035,8,14.035,1,8,8,8,0,4,6,1
14.0,3,11.0,1,4,8,8,0,11,5,1
13.333333333333334,6,13.333333333333334,1,6,6,6,1,10,10,1
12.33,7,11.7725,1,6,9,13,0,6,6,1
0.0,0,0.0,1,0,0,0,0,8,5,0
0.0,0,0.0,1,0,12,0,0,10,10,0
0.0,0,0.0,0,0,0,0,0,8,8,0
12.0,6,12.285714285714286,1,6,6,7,1,7,6,1
12.46,5,12.46,1,5,14,14,0,4,3,2
13.166666666666666,6,12.166666666666666,1,6,9,10,0,1,5,1
11.5,2,11.833333333333334,1,5,8,9,0,6,5,2
14.805714285714286,7,14.805714285714286,1,7,8,8,0,5,5,1
11.714285714285714,6,10.6,1,5,10,11,0,10,5,0
13.0,6,13.125,0,8,13,9,0,10,10,2
12.666666666666666,6,12.833333333333334,1,6,6,6,1,10,5,1
0.0,0,0.0,1,0,8,8,1,5,10,2
13.8,5,13.0,1,5,6,9,1,5,6,1
13.7125,8,12.725,1,7,8,8,1,5,5,1
10.333333333333334,3,11.25,1,4,10,10,0,2,5,1
13.461538461538462,12,13.818181818181818,1,11,16,12,0,5,3,1
13.0,3,12.333333333333334,1,3,8,12,0,5,4,1
11.6,5,12.333333333333334,1,3,8,14,0,4,5,2
10.666666666666666,3,13.25,1,4,10,8,0,5,4,2
15.4,5,13.666666666666666,1,6,9,7,0,8,5,1
11.0,3,12.625,1,8,10,18,0,3,6,2
12.142857142857142,6,14.833333333333334,1,6,8,6,1,5,3,1
13.125,5,11.2,1,5,10,7,1,5,6,0
12.2,5,11.4,1,5,6,6,1,7,5,1
13.244444444444444,8,13.135,1,7,9,8,0,11,4,1
11.4,10,13.0,1,10,11,10,0,5,5,0
12.62142857142857,7,12.85,1,4,7,12,0,4,4,2
12.5,5,13.5,1,6,9,6,0,15,29,1
13.0,3,14.285714285714286,1,6,9,7,0,4,4,2
14.5,6,13.5,1,5,6,8,1,10,10,1
13.0,5,10.75,1,4,5,8,1,10,10,1
11.833333333333334,6,11.333333333333334,1,6,9,9,1,8,8,1
13.285714285714286,5,13.0,1,3,12,15,1,7,7,1
13.966666666666669,6,13.966666666666669,1,6,7,7,0,9,6,1
14.14125,8,14.14125,1,8,8,8,1,6,6,1
11.75,4,11.6,1,4,10,10,1,8,10,1
14.6625,8,14.6625,1,8,8,8,1,10,10,1
0.0,0,0.0,1,0,5,5,0,11,10,2
12.66875,8,12.993333333333334,1,6,9,8,1,4,4,1
12.2,5,11.25,1,4,11,10,0,11,5,2
12.8,5,12.2,1,5,10,8,0,6,6,1
0.0,0,0.0,1,0,0,0,0,10,10,0
11.75,4,11.333333333333334,1,6,6,6,0,8,5,2
11.8,5,12.2,1,5,7,7,0,40,31,1
0.0,0,0.0,1,0,12,12,1,1,1,0
11.666666666666666,6,11.333333333333334,1,6,6,8,0,3,1,1
13.1,6,13.857142857142858,1,6,15,8,0,9,5,1
13.333333333333334,6,12.857142857142858,1,6,6,7,0,10,10,1
0.0,0,10.0,1,1,12,10,0,8,5,0
11.384615384615383,13,10.214285714285714,0,14,13,17,0,8,10,1
10.333333333333334,3,11.285714285714286,0,6,16,14,0,7,10,0
0.0,0,13.833333333333334,1,6,7,6,1,6,10,0
12.6,5,12.857142857142858,1,6,8,8,0,10,10,1
12.0,4,11.666666666666666,1,6,9,8,1,9,5,0
0.0,0,0.0,0,0,10,12,0,1,1,0
13.2,5,14.4,1,5,6,7,0,11,5,1
14.166666666666666,6,14.833333333333334,1,6,6,6,0,9,10,1
12.0,6,14.333333333333334,1,6,9,14,1,3,10,1
0.0,0,0.0,1,0,0,0,0,8,10,1
0.0,0,0.0,1,0,0,0,0,12,12,0
12.666666666666666,6,12.333333333333334,1,6,7,9,1,6,10,1
12.4,5,11.8,1,5,5,5,0,5,10,1
10.6,5,13.2,1,5,7,7,0,4,6,0
0.0,0,0.0,0,0,10,6,0,10,10,0
0.0,0,0.0,0,0,0,0,0,5,5,0
13.285714285714286,6,11.5,1,6,7,6,0,7,7,1
12.2,5,12.6,1,5,7,8,0,7,7,1
14.22222222222222,8,13.542857142857144,1,7,9,7,0,11,10,1
13.0,5,11.6,1,5,6,8,0,6,6,2
13.833333333333334,6,13.666666666666666,1,6,6,7,1,10,5,1
0.0,0,0.0,0,0,8,10,0,6,10,0
0.0,0,0.0,0,0,0,0,0,5,10,0
0.0,0,0.0,1,0,0,0,0,10,10,0
12.285714285714286,6,11.5,1,6,8,6,0,9,6,1
11.75,4,11.5,1,2,9,12,0,11,10,2
12.9125,7,11.828571428571427,1,7,10,7,0,11,5,1
0.0,0,0.0,1,0,0,0,0,4,4,1
0.0,0,0.0,1,0,0,0,0,4,2,2
12.966666666666669,6,12.966666666666669,1,6,7,7,1,10,5,1
13.666666666666666,6,13.833333333333334,1,6,6,6,0,7,10,1
14.36875,8,14.125714285714285,1,7,8,7,0,11,10,1
0.0,0,12.166666666666666,1,5,8,12,0,10,10,0
12.25,4,12.666666666666666,1,6,21,17,0,7,10,1
0.0,0,0.0,1,0,0,4,0,10,10,0
14.166666666666666,6,12.285714285714286,1,6,7,8,1,7,7,1
14.375,4,14.5,1,3,8,7,0,9,3,2
10.0,1,10.0,1,2,7,8,0,10,6,0
12.0,2,11.5,1,2,8,11,0,2,2,0
11.5,4,11.6,1,5,6,6,0,10,10,1
11.666666666666666,6,12.5,1,6,6,6,1,8,8,1
11.0,2,11.666666666666666,0,3,10,9,0,10,10,0
11.6,10,13.428571428571429,1,7,11,11,0,7,5,1
13.5,6,13.666666666666666,1,6,6,6,0,4,10,1
12.166666666666666,6,12.5,1,6,6,6,0,10,10,1
12.8,4,13.0,1,6,15,7,0,4,4,1
12.842857142857143,7,12.783333333333331,1,6,9,9,0,2,10,1
0.0,0,0.0,1,0,0,0,0,8,8,0
11.225,4,13.5,1,4,11,13,0,8,8,0
15.125,8,13.457142857142856,1,7,8,7,0,6,3,1
13.44285714285714,7,13.44285714285714,1,7,8,8,0,8,10,1
10.833333333333334,5,11.0,1,4,12,13,0,4,10,1
12.285714285714286,6,11.333333333333334,1,6,7,6,1,8,8,1
0.0,0,10.0,1,2,1,7,0,6,5,0
13.066666666666668,6,13.44,1,5,8,10,0,10,4,2
14.0625,8,12.214285714285714,1,7,8,8,1,6,5,1
13.5,6,14.166666666666666,1,6,6,6,1,9,10,1
12.636363636363637,11,12.846153846153848,1,12,13,13,1,8,10,1
12.0,2,13.0,1,6,18,8,0,10,10,2
11.25,4,12.8,1,5,7,6,1,8,6,1
12.0,5,13.0,0,4,11,13,0,11,5,0
13.666666666666666,8,13.371428571428572,1,7,9,7,1,10,4,1
13.3875,8,13.385714285714286,1,7,8,8,1,9,10,1
13.328571428571427,7,13.328571428571427,1,7,8,8,0,10,10,1
11.0,5,14.0,1,5,14,12,0,8,5,1
13.2,5,12.6,1,5,5,5,0,10,10,1
15.0,6,14.0,1,6,6,7,1,9,10,1
12.666666666666666,6,13.428571428571429,1,6,6,7,1,11,8,1
12.5,6,13.0,1,6,6,6,1,5,5,1
11.0,5,12.666666666666666,1,5,8,8,0,11,5,2
12.333333333333334,3,10.0,0,3,9,9,0,8,10,0
11.77777777777778,6,12.833333333333334,1,6,10,7,0,11,2,1
12.916666666666666,6,12.916666666666666,1,6,7,7,0,5,10,1
13.8,5,13.285714285714286,1,6,8,9,0,10,6,1
13.8,5,14.6,1,5,5,6,1,10,10,1
13.666666666666666,6,14.0,1,6,6,6,1,10,4,1
15.0,6,14.142857142857142,1,6,6,7,1,5,10,1
12.333333333333334,6,11.666666666666666,1,6,6,8,0,11,5,1
14.3775,8,14.3775,1,8,9,9,0,9,5,1
13.042857142857144,7,12.5,1,7,9,8,0,7,4,1
14.15,6,14.15,1,6,7,7,1,8,8,1
12.471428571428572,7,12.471428571428572,1,7,12,12,1,10,10,1
14.15,6,14.15,1,6,7,7,0,2,3,1
14.0475,8,14.072222222222225,1,7,8,11,0,9,10,1
14.666666666666666,6,14.857142857142858,1,6,6,7,0,4,3,1
13.166666666666666,6,14.285714285714286,1,6,6,7,1,10,10,1
0.0,0,0.0,0,0,4,4,0,12,13,0
0.0,0,0.0,1,0,0,0,0,5,5,0
15.166666666666666,5,15.0,1,6,8,8,0,7,4,0
12.633333333333333,6,12.633333333333333,1,6,7,7,1,9,5,1
12.6,5,11.2,0,5,5,5,0,8,5,0
14.233333333333334,6,14.233333333333334,1,6,7,7,0,8,6,1
11.333333333333334,3,12.2,1,5,10,13,0,8,5,2
15.7,7,15.7,1,7,8,8,0,2,3,1
15.2,6,15.2,1,6,7,7,0,10,10,1
15.6,5,16.333333333333332,0,6,8,9,0,3,3,0
12.857142857142858,12,12.5625,1,14,24,29,0,3,3,1
0.0,0,0.0,1,0,0,0,0,5,5,0
12.0,6,12.4,1,5,6,8,0,8,8,1
13.78125,8,13.78125,1,8,9,9,1,6,6,1
11.666666666666666,5,12.166666666666666,1,6,8,10,0,6,6,0
11.833333333333334,5,11.8,1,5,8,8,0,6,10,2
12.0,4,10.8,1,4,15,13,0,4,5,1
14.28625,8,13.26,1,7,8,8,1,9,10,1
10.666666666666666,3,12.0,0,4,15,10,0,1,4,0
14.428571428571429,6,11.875,1,6,7,9,1,10,10,1
13.4,2,12.16,1,5,7,11,1,8,5,2
12.5,4,15.0,1,1,7,6,0,4,4,2
13.2,5,13.333333333333334,1,6,9,6,0,10,10,1
11.8,3,11.5,1,2,12,12,0,10,3,2
13.0,5,14.428571428571429,1,6,9,7,0,3,3,1
15.333333333333334,3,13.0,1,1,8,10,0,2,5,2
14.333333333333334,6,15.0,1,6,8,7,1,3,10,1
16.8,8,15.155555555555557,1,7,8,9,0,10,10,1
11.857142857142858,6,10.666666666666666,1,6,7,8,0,42,28,1
11.25,4,11.0,1,5,9,9,0,6,6,0
0.0,0,0.0,1,0,0,0,0,6,6,0
12.0,6,12.285714285714286,1,6,7,7,0,5,5,1
12.82875,8,12.82875,1,8,8,8,0,10,10,0
14.4,5,12.666666666666666,1,6,8,6,0,5,12,1
0.0,0,0.0,1,0,0,0,0,8,7,2
0.0,0,13.0,0,2,8,16,1,10,5,0
12.4,4,10.875,1,5,8,10,0,6,6,1
11.6,5,12.8,1,5,8,5,1,8,10,1
0.0,0,11.285714285714286,1,5,7,10,0,11,5,0
0.0,0,0.0,1,0,0,0,0,4,4,1
10.0,1,0.0,1,0,11,0,1,10,10,0
13.744444444444444,8,13.766666666666666,1,6,9,9,1,8,6,0
12.758333333333333,6,12.758333333333333,0,6,9,9,0,2,2,0
0.0,0,0.0,1,0,0,0,1,9,9,0
13.25,6,12.666666666666666,1,6,8,6,0,8,6,1
12.75,4,12.0,1,6,16,13,0,8,4,2
12.0,6,12.25,1,6,8,8,1,8,6,1
12.2,5,11.333333333333334,1,3,8,8,0,6,5,1
13.05,8,13.507142857142856,1,7,12,9,1,6,5,1
13.614285714285714,7,13.614285714285714,1,7,8,8,0,2,2,1
0.0,0,0.0,1,0,6,6,0,2,5,0
12.166666666666666,6,11.5,0,4,6,9,0,10,10,1
12.5,6,12.333333333333334,1,6,7,7,0,10,10,1
14.4375,8,11.971428571428572,1,7,8,7,1,9,5,1
11.5,2,13.0,0,2,13,12,1,9,6,0
12.728571428571428,7,12.385714285714286,1,7,9,9,0,5,6,2
11.285714285714286,5,13.5,1,2,12,12,0,10,5,1
13.285714285714286,6,12.166666666666666,1,6,7,8,0,10,10,1
0.0,0,0.0,1,0,0,0,0,4,3,1
13.666666666666666,6,11.666666666666666,1,6,6,6,0,10,8,1
14.166666666666666,5,12.4,0,5,12,9,0,3,3,2
12.833333333333334,6,13.4,1,5,6,7,1,7,10,1
12.5,4,12.0,1,6,11,11,0,6,10,1
14.8,5,14.2,1,5,5,6,0,6,5,1
14.428571428571429,6,12.125,1,6,7,8,1,6,6,1
13.285714285714286,7,13.857142857142858,1,7,7,7,0,4,4,1
12.333333333333334,5,11.75,1,3,13,13,0,10,3,2
13.125555555555556,8,14.283333333333337,1,7,9,9,0,8,8,1
13.0,9,13.272727272727272,1,11,13,21,0,10,5,1
15.142857142857142,6,14.666666666666666,1,6,7,6,0,44,23,1
15.092,8,15.114999999999998,1,7,10,10,1,10,10,1
0.0,0,0.0,1,0,0,0,0,2,5,2
13.142857142857142,6,15.0,1,6,7,13,0,11,10,1
14.333333333333334,5,13.2,1,5,9,8,0,6,4,1
10.333333333333334,3,11.0,1,2,14,14,1,9,6,0
14.565714285714288,7,14.565714285714288,1,7,8,8,1,3,2,1
10.75,4,12.0,0,3,6,8,0,1,1,0
0.0,0,0.0,1,0,5,6,0,10,8,0
13.775,7,13.796666666666669,1,6,11,7,0,4,4,1
15.333333333333334,6,14.833333333333334,1,6,6,6,0,4,4,1
13.833333333333334,6,12.833333333333334,1,6,6,6,0,4,10,1
14.962857142857144,7,14.962857142857144,1,7,8,8,1,10,6,1
11.2,5,12.0,1,4,8,8,0,10,10,1
12.8,8,12.4,1,7,9,8,0,3,4,1
17.166666666666668,6,15.571428571428571,1,6,6,7,0,2,3,1
13.714285714285714,7,13.714285714285714,1,7,8,8,0,9,6,1
12.166666666666666,6,13.142857142857142,1,6,9,9,0,5,5,1
11.0,3,15.0,1,6,8,7,0,8,10,1
0.0,0,13.0,0,1,5,6,0,3,5,0
12.75,11,12.0,1,11,14,12,1,4,5,1
0.0,0,0.0,1,0,0,0,0,2,10,1
14.166666666666666,6,15.166666666666666,1,6,6,6,0,4,8,1
10.5,2,12.0,1,4,13,9,0,1,1,0
14.772727272727272,8,13.642857142857142,1,7,11,7,0,6,6,1
12.714285714285714,6,12.666666666666666,1,6,7,8,0,6,6,1
0.0,0,0.0,1,0,0,0,0,8,8,0
10.5,6,10.8,1,5,9,8,1,5,6,1
13.063636363636364,8,14.25,1,6,11,9,1,8,8,1
12.9,10,12.153846153846152,1,12,18,22,0,4,10,0
10.5,2,11.5,1,1,12,14,0,5,4,2
12.333333333333334,3,12.25,1,4,9,10,1,6,8,1
11.142857142857142,5,12.0,1,6,12,8,1,5,5,2
13.40375,8,13.40375,1,8,8,8,1,8,6,1
12.666666666666666,3,11.333333333333334,1,6,9,15,1,4,3,1
12.333333333333334,6,12.2,1,5,6,7,0,6,6,0
0.0,0,0.0,1,0,0,0,1,7,10,2
0.0,0,0.0,1,0,0,0,0,4,3,0
16.0,4,16.166666666666668,0,5,10,8,0,5,3,0
11.0,3,11.0,1,3,6,10,0,8,10,2
0.0,0,0.0,1,0,0,0,1,9,6,1
12.285714285714286,6,12.0,1,4,8,8,1,8,5,2
12.25,4,10.5,1,2,11,8,0,8,6,2
10.333333333333334,4,11.666666666666666,1,3,13,7,0,8,5,2
10.0,2,11.0,1,3,7,8,0,10,10,0
0.0,0,0.0,1,0,13,18,0,11,10,0
0.0,0,12.5,0,4,7,11,0,8,10,0
12.6,2,11.294444444444444,1,7,22,11,0,2,10,1
12.5,4,11.2,1,5,11,8,0,7,7,1
0.0,0,0.0,1,0,0,0,0,10,10,0
11.8,5,13.2,1,5,6,7,0,11,5,1
14.125,6,14.142857142857142,1,6,10,12,1,9,10,2
0.0,0,0.0,0,0,0,0,0,4,4,0
13.333333333333334,3,0.0,1,0,9,5,0,9,10,2
10.571428571428571,3,12.333333333333334,1,3,9,7,1,8,5,2
0.0,0,0.0,0,0,0,6,0,6,10,0
13.1,7,13.1,1,7,8,8,0,5,5,1
13.166666666666666,6,13.5,1,6,6,6,0,10,10,1
12.0,3,10.2,1,5,8,7,0,6,6,2
13.0,3,11.571428571428571,1,5,10,10,0,10,10,0
15.166666666666666,6,15.285714285714286,1,6,6,7,0,8,10,1
11.0,8,12.6,1,5,16,9,0,5,3,2
13.6,4,13.433333333333332,1,6,10,11,0,3,3,1
11.0,3,11.6,1,5,9,8,0,10,5,0
13.5,6,14.666666666666666,1,6,6,6,0,9,5,1
14.666666666666666,6,14.666666666666666,1,6,12,9,0,9,10,1
12.742857142857144,7,12.742857142857144,1,7,8,8,0,10,5,1
13.12857142857143,7,11.975,1,7,9,9,0,11,6,1
11.666666666666666,3,12.25,1,4,11,9,0,4,3,2
0.0,0,0.0,0,0,0,0,0,7,5,0
14.935714285714283,7,14.935714285714283,1,7,8,8,1,8,10,1
10.0,4,10.5,1,2,15,16,0,10,10,0
13.0,5,13.333333333333334,1,5,6,9,0,4,4,1
0.0,0,0.0,1,0,8,6,0,7,10,0
14.0,4,13.8,1,5,13,12,0,4,10,0
10.75,4,11.833333333333334,1,6,8,6,0,10,4,1
0.0,0,0.0,1,0,0,0,0,9,5,1
0.0,0,0.0,1,0,0,0,0,3,3,0
0.0,0,10.0,1,2,9,9,0,2,2,0
11.666666666666666,3,11.5,1,4,11,10,0,1,1,0
12.0,4,10.666666666666666,1,3,9,12,1,8,6,2
0.0,0,0.0,1,0,0,0,1,9,5,1
13.0,2,12.75,1,4,12,10,0,5,10,2
0.0,0,0.0,0,0,7,7,0,6,5,0
11.333333333333334,3,11.333333333333334,1,6,12,11,0,29,29,2
0.0,0,0.0,0,0,6,6,0,9,10,2
12.2,5,13.0,1,6,8,10,0,5,4,1
11.333333333333334,3,10.75,1,4,7,7,0,10,10,2
10.5,2,12.0,1,5,12,8,0,8,5,2
13.90625,8,13.462857142857144,1,7,8,7,1,8,6,1
10.0,1,10.0,1,3,15,13,0,12,12,0
13.666666666666666,6,12.333333333333334,1,6,7,6,0,9,10,1
12.416666666666666,6,12.528571428571428,1,6,10,11,1,6,5,2
0.0,0,0.0,1,0,8,8,1,11,10,2
0.0,0,0.0,0,0,7,6,0,9,10,0
13.25,4,13.6,1,5,6,5,0,11,5,1
14.0,2,12.333333333333334,1,6,6,7,0,4,5,0
12.25,7,11.454545454545457,1,10,13,16,0,8,10,0
14.4,5,13.5,1,8,12,13,0,3,3,0
0.0,0,0.0,0,0,6,5,0,1,1,0
0.0,0,11.0,0,2,0,5,0,6,6,0
14.333333333333334,5,13.714285714285714,1,6,13,9,0,7,10,0
12.25,12,12.363636363636363,0,21,21,26,0,7,6,0
11.5,2,10.666666666666666,1,3,14,13,0,3,3,2
12.666666666666666,3,12.0,1,2,10,9,0,3,3,0
13.166666666666666,6,12.857142857142858,1,7,6,7,0,7,10,1
12.714285714285714,6,13.125,1,6,9,10,1,5,5,2
11.5,2,0.0,1,0,8,6,0,5,5,0
0.0,0,13.5,1,2,6,13,0,4,3,0
15.0,10,15.090909090909092,0,11,11,14,0,10,10,0
11.8,5,12.4,1,5,10,9,0,5,10,2
14.8,4,14.0,0,5,11,10,0,6,4,2
13.0,1,13.5,1,2,9,8,0,5,10,0
0.0,0,0.0,1,0,5,5,0,5,4,0
10.666666666666666,3,12.65,1,4,10,12,0,5,3,0
0.0,0,0.0,1,0,7,7,0,2,2,0
0.0,0,0.0,0,0,5,5,0,13,13,0
12.8,5,13.333333333333334,1,6,7,8,1,11,10,1
11.142857142857142,5,11.333333333333334,1,3,8,9,0,6,6,0
0.0,0,0.0,1,0,0,0,0,1,1,0
0.0,0,0.0,1,0,0,0,0,10,10,0
10.5,2,11.666666666666666,0,3,8,7,0,3,5,0
14.428571428571429,6,12.166666666666666,1,6,8,8,0,7,7,1
12.75,4,13.333333333333334,1,6,6,7,0,4,6,1
11.0,3,11.4,1,5,10,7,0,10,5,2
0.0,0,12.142857142857142,1,6,6,9,0,6,6,0
12.307692307692308,12,13.058823529411764,1,17,15,36,0,3,5,1
10.5,4,11.75,1,4,15,13,0,7,10,2
10.0,5,11.833333333333334,0,5,8,9,0,10,10,0
11.8,10,12.4,1,10,13,14,0,3,2,1
11.5,4,13.428571428571429,1,6,12,8,0,5,5,2
0.0,0,0.0,0,0,9,5,0,10,10,0
13.4,5,11.0,1,5,5,5,0,9,7,1
14.428571428571429,6,13.625,1,6,8,8,1,4,4,1
11.5,2,11.8,1,4,7,6,0,6,6,2
0.0,0,0.0,1,0,7,5,0,8,3,0
13.5,2,15.0,1,2,7,9,0,3,3,0
11.0,5,10.8,1,5,11,9,0,11,6,1
11.333333333333334,3,13.666666666666666,1,3,10,11,0,12,12,0
13.333333333333334,6,12.833333333333334,1,6,8,8,0,10,10,1
0.0,0,0.0,0,0,0,0,0,10,5,0
13.428571428571429,6,15.125,1,6,7,8,0,8,5,1
10.0,1,0.0,1,0,7,11,0,4,4,0
11.0,5,11.4,1,5,8,10,0,3,3,1
11.0,6,12.25,1,4,9,12,0,5,5,1
0.0,0,0.0,0,0,0,0,0,11,6,0
14.0,1,14.0,1,3,12,12,0,3,4,2
10.8,5,12.333333333333334,1,6,10,7,0,8,8,2
11.0,2,10.666666666666666,1,5,11,8,1,10,10,2
14.714285714285714,5,11.833333333333334,1,5,9,9,0,4,3,2
0.0,0,0.0,1,0,5,14,0,9,5,0
12.166666666666666,6,11.666666666666666,1,6,6,6,1,10,10,2
0.0,0,13.0,0,2,5,7,0,4,3,0
0.0,0,0.0,1,0,4,5,0,10,3,0
0.0,0,0.0,1,0,8,8,0,12,12,0
14.2,5,13.0,1,5,5,5,1,4,4,1
14.0,6,13.857142857142858,1,6,6,7,1,10,10,1
12.4875,8,13.391666666666666,1,6,8,7,0,10,10,1
0.0,0,12.75,1,4,5,7,1,5,1,0
14.6,5,14.5,1,4,5,7,0,7,7,1
12.166666666666666,6,12.166666666666666,1,6,6,7,0,5,4,1
15.6,5,15.4,1,5,5,5,0,9,10,0
16.0,2,13.333333333333334,0,2,9,9,0,4,5,0
0.0,0,0.0,1,0,5,5,0,4,4,0
0.0,0,0.0,1,0,0,0,0,9,5,0
14.714285714285714,6,13.714285714285714,1,6,8,7,0,9,5,1
0.0,0,12.25,1,4,7,7,0,3,10,0
16.5,4,16.0,1,5,11,9,0,3,5,2
13.0,1,11.0,1,1,5,8,0,10,10,0
14.085714285714284,7,14.085714285714284,1,7,7,7,0,10,10,2
10.5,6,10.166666666666666,1,6,10,9,0,3,10,1
0.0,0,10.0,1,1,9,8,0,10,10,0
10.0,1,0.0,1,0,7,10,0,10,3,2
10.666666666666666,3,10.5,0,2,5,10,0,5,2,0
0.0,0,0.0,1,0,0,0,1,3,10,1
0.0,0,0.0,0,0,6,6,1,11,6,0
0.0,0,0.0,1,0,10,12,0,1,1,0
0.0,0,0.0,1,0,10,8,0,8,10,0
12.4,5,13.333333333333334,1,5,15,15,0,11,5,1
0.0,0,0.0,1,0,0,0,1,5,5,0
14.333333333333334,6,13.571428571428571,1,6,6,7,1,10,10,1
11.166666666666666,6,12.833333333333334,1,6,7,6,1,4,4,1
11.2,5,10.25,1,4,18,6,0,5,10,0
0.0,0,0.0,1,0,6,6,0,10,10,0
13.333333333333334,3,14.5,1,4,8,5,0,10,6,0
13.714285714285714,5,15.8,1,5,8,6,0,10,10,2
0.0,0,0.0,0,0,0,0,0,11,10,0
14.666666666666666,3,12.5,1,4,7,8,0,5,10,2
11.5,12,11.666666666666666,1,18,13,22,0,2,5,1
13.0,5,13.0,1,4,5,6,0,5,10,1
11.50625,8,12.12142857142857,1,7,12,8,0,3,3,1
13.75,7,14.22222222222222,1,9,15,15,1,9,4,1
13.25,4,12.5,1,4,8,17,0,9,5,2
15.285714285714286,5,12.166666666666666,1,5,7,7,0,4,5,1
0.0,0,0.0,1,0,0,0,1,4,4,0
11.5,6,12.666666666666666,1,6,6,6,0,10,10,1
13.614285714285714,7,13.614285714285714,1,7,8,8,0,10,5,1
14.3,10,12.857142857142858,1,12,15,32,0,7,4,1
14.2,5,14.0,1,4,5,7,0,3,2,1
11.8,5,14.75,1,4,6,8,1,10,10,1
0.0,0,0.0,1,0,0,0,0,12,12,0
14.285714285714286,6,13.625,1,6,7,8,0,4,3,1
0.0,0,0.0,1,0,0,0,0,4,5,1
11.875,4,11.8,1,4,11,12,0,7,7,0
14.6,6,15.125,1,6,10,8,0,3,3,1
10.5,2,11.5,1,4,10,10,0,4,3,0
11.0,1,10.0,1,1,11,12,0,8,10,2
0.0,0,0.0,1,0,10,8,0,4,5,0
12.8,5,10.333333333333334,1,3,6,9,0,10,10,1
11.666666666666666,2,0.0,1,0,6,9,0,6,5,2
12.5,4,12.0,1,4,10,9,1,10,10,2
14.5,6,13.833333333333334,1,6,6,6,0,8,5,1
11.909090909090908,11,12.153846153846152,1,13,28,19,0,5,8,2
13.666666666666666,6,14.0,1,6,8,7,0,9,3,1
13.8,5,16.5,0,6,6,8,0,7,5,2
13.333333333333334,3,18.0,1,1,10,11,0,6,5,0
11.77777777777778,5,11.285714285714286,1,6,12,11,0,6,5,2
0.0,0,0.0,1,0,0,0,1,3,10,1
0.0,0,0.0,1,0,0,0,0,6,3,2
12.0,6,14.0,1,5,10,10,0,6,4,2
12.0,3,13.75,1,4,9,13,0,6,10,2
11.0,5,13.25,0,4,6,9,0,9,6,0
14.75,4,14.25,1,4,7,7,1,4,8,1
0.0,0,0.0,0,0,5,9,0,10,10,0
11.333333333333334,3,11.25,0,8,8,12,0,3,3,0
12.5,6,13.5,1,6,8,7,1,8,10,1
12.857142857142858,6,12.666666666666666,1,5,10,8,1,8,5,1
12.333333333333334,6,15.166666666666666,1,6,6,6,1,8,6,1
15.142857142857142,5,13.166666666666666,1,6,7,6,0,5,5,0
11.444444444444445,9,11.8,1,10,15,20,0,10,10,2
0.0,0,11.5,1,4,11,10,0,6,5,2
11.333333333333334,6,14.5,1,6,8,6,0,1,5,1
10.666666666666666,3,13.4,1,5,12,10,0,3,6,2
0.0,0,0.0,0,0,0,0,0,8,6,1
12.5,2,10.8,1,4,10,8,1,6,6,0
0.0,0,0.0,1,0,5,6,0,6,6,0
12.0,4,11.428571428571429,0,6,15,23,0,2,10,0
11.6,10,12.5,1,8,23,24,0,5,6,0
12.333333333333334,3,13.5,1,2,11,11,0,6,10,2
0.0,0,0.0,1,0,12,6,0,6,5,0
11.5,5,12.75,1,5,7,8,1,6,7,1
12.333333333333334,3,11.333333333333334,1,3,14,17,0,8,10,2
0.0,0,0.0,1,0,10,8,0,6,5,0
12.4,5,11.4,1,5,13,9,0,5,5,2
14.571428571428571,6,14.428571428571429,1,6,7,7,0,4,3,1
11.7125,8,12.492857142857144,1,7,10,9,0,6,6,1
11.0,4,11.5,1,4,13,10,0,2,10,0
12.8,5,11.2,1,5,6,7,0,10,10,1
11.0,3,12.0,0,3,7,9,0,4,10,0
15.885714285714286,7,15.885714285714286,1,7,8,8,0,11,6,1
11.58,4,12.94,0,4,12,12,0,10,10,0
14.166666666666666,6,14.0,0,6,6,6,0,10,10,1
